title,link,description,bloggername,bloggerlink,postdate
&quot;Chat GPT 와 함께하는  파이썬  프로그래밍 여정: 초보자의... ,https://blog.naver.com/superjjo/223810774691,"(지지난 주 까진  파이썬 의 'ㅍ'을 모르던 상태였습니다.) 2. 그랬더니 20개의 아이디어를 제안해... 정말  파이썬 에 대한 약간의 체계만 알고, GPT를 활용하면 원하는 AI agent를 만들 수 있는 것인가 ?? 9. 라는... ",잭조의 Jackonomics,blog.naver.com/superjjo,20250326
 파이썬  프로그래밍 Part1.  파이썬 의 이해 2회차,https://blog.naver.com/wwwlolwww/223560303180," 파이썬 의 이해 2회차 a, b는 여러개의 값을 갖는 리스트형 변수로 선언 같은 값을 지니지만  파이썬 의 특성으로 다른 객체로 생성. 두 객체의 주소가 다르므로 false a==b는 두 변수의 값은 같으므로 true 변수... ",M I L O V I _ѕenѕory,blog.naver.com/wwwlolwww,20240825
[ 파이썬  로그#4] Built-In-Method(Feat. 문자열),https://blog.naver.com/mini_log-/223806975108,"안녕하세요:)  파이썬  로그 4번째 주제로 &quot;Built-In-Method&quot;에 대해서 선정하였습니다... Built-in Method(내장 메서드)란  파이썬 의 기본 데이터 타입 (문자열, 리스트, 딕셔너리... ",미니로그,blog.naver.com/mini_log-,20250323
수성구 초등 코딩  파이썬  기초 개념 유의사항,https://blog.naver.com/hma778/223718892712,"그 중 하나가 요즘  파이썬  프로그래밍 언어입니다. 최근 수성구 초등부터 중고등, 대학생, 직장인들까지  파이썬  프로그래밍을 배워 각자의 자리에 활용하고자 합니다. 그래서 수성구 코딩 소놀이 오늘... ",하루 하나 코딩 하나 책 하나,blog.naver.com/hma778,20250108
 파이썬 으로 웹 크롤러 만들기(3판),https://blog.naver.com/baekej0216/223804678669,&lt;  파이썬 으로 웹 크롤러 만들기(3판) &gt; 목차 2개의 파트와 20개의 챕터로 구성되어 있습니다. Part 1. 웹... 웹 스크레이핑 프록시 &lt;  파이썬 으로 웹 크롤러 만들기(3판) &gt; 포인트 BeautifulSoup의 문법 복잡한 HTML에서... ,rladmswl_1116,blog.naver.com/baekej0216,20250321
 파이썬 으로 얼굴 바꾸기,https://blog.naver.com/jangh13/223585822664,아나콘다에서  파이썬  환경을 만들고 주피터노트북에서 이미지의 얼굴을 다른 이미지의 얼굴로 합성해보겠습니다. 목차 0. 아나콘다 설치 1.  파이썬  환경 생성 및 활성화 2. 라이브러리... ,길잡이,blog.naver.com/jangh13,20240916
"(Python기초) Python  파이썬  예외 처리 (try, except... ",https://blog.naver.com/nabilera1/223801304672,# 파이썬 기초 #수업자료 #학습자료 #객체지향프로그래밍 예외 처리 공부를 하기위한...  파이썬  입문자분들은 여러번 작성해보면서 충분히 익혀 두시길 권장합니다~ 퀴즈 Python... ,김동균의 소프트웨어아카데미(2004~ ),blog.naver.com/nabilera1,20250318
[ 파이썬  로그#7] lambda 함수(Feat. 속도 &amp; 메모리 비교),https://blog.naver.com/mini_log-/223814194363,안녕하세요:) 3월 날씨치고 눈도 오고 바람도 불고 겨울이 다시 돌아온 거 같은 날씨네요 이번  파이썬  로그#7 주제로 제 기준으로 알고는 있지만 잘 안 쓰게 되는 &quot;lambda 함수&quot;로... ,미니로그,blog.naver.com/mini_log-,20250329
AI와 함께 알아보는 퀀트 투자의 기본 백테스팅(with. 파이썬 ... ,https://blog.naver.com/anakist_y/223744345663," 파이썬  코드는 퀀트 투자에서 사용되는 기본적인 데이터 수집, 분석, 시각화 과정을 보여줍니다.... 심화단계 ( 파이썬 코드) 그러면 이 퀀터 투자를 어떻게 하는것인가 궁금했을겁니다. 간단하게... ",하고있습니까?,blog.naver.com/anakist_y,20250201
 파이썬 으로 데이터 분석을 배우기 위한 최고의 코스 10개,https://blog.naver.com/iexceller/223661404671,"들어가기 전에 데이터 분석은 데이터 분야에서 필수적인 기술이며, 이러한 기술에 가장 많이 요구되는 프로그래밍 언어는  파이썬 (Python)입니다.  파이썬 에서 데이터 분석을 마스터하는 데 도움이... ",엑셀러 권현욱의 Excel & IT 정보,blog.naver.com/iexceller,20241205
라즈베리파이:  파이썬  tcp로 데이터 보내기,https://blog.naver.com/loyz/223593697278,"다만 TCP서버로 만들고 접속 유지를 하면 얼마안가서  파이썬  프로그램에서 접속에러가 나는 것을 볼 수 있었다.  파이썬 에서는 현재 전송하고 연결을 끊고 하는 것이, 서버의 접속 유지와 어떤... ",Loyz,blog.naver.com/loyz,20240923
"부트캠프] 9일차_ 파이썬 과 SQL 연동, MariaDB ALTER TABLE",https://blog.naver.com/under_26/223759429951,"이때  파이썬 과 SQL을 연동하면, 데이터베이스와의 상호작용을 통해  파이썬  코드 내에서 데이터베이스의 데이터를 조회, 삽입, 수정, 삭제하는 작업을 자동화하거나 효율화할... ",취미 부자의 생활기록부,blog.naver.com/under_26,20250213
"초보자도 쉽게 배우는  파이썬 , 대전 학원에서 배우자",https://blog.naver.com/sbsssam/223802542674,안녕하세요 프로그래밍을 배우고 싶은 분들에게 요즘 가장 핫한 언어 중 하나인  파이썬 은 필수적인 선택입니다! 대전에서  파이썬 을 배우기 좋은 코리아 IT아카데미를 소개해드리겠습니다. ✅ 왜... ,✨ 바리스타 커피 이야기 ✨,blog.naver.com/sbsssam,20250319
무자본 창업하기 - 엑셀과  파이썬  연동하기,https://blog.naver.com/timeseller_/223788446881,바로  파이썬 의 데이터와 엑셀의 데이터를 서로 교환하는 방식인데 생각보다 잘 안되길래 아주 쉬운 샘플 코드로 만들긴했다. 매크로 버튼을 생성하여  파이썬  exe 파일을 실행한다. ( py 파일 그대로... ,배당주로 시간을 사자,blog.naver.com/timeseller_,20250308
(1주차_ 파이썬 주간)  파이썬  기본 강의 4개 들은 썰 풉니다,https://blog.naver.com/currybread0/223612769865,"1주차 주간 성장 프로그램은 &quot; 파이썬  입니다. 보시다시피 저는  파이썬  관련 강의를 5개나 수강했었네요.(4개인줄 알았음) 클래스 101까지 포함하면 8개나 되는군요... 제가 근성이 없어서일수도 있겠지만, 정말... ",찰나의 실행과 독서 그리고 성장,blog.naver.com/currybread0,20241009
우리 조직 쥬니어 일잘러 만들기_ 파이썬  업무자동화 도입... ,https://blog.naver.com/tyeop/223711742360,"신입사원들이  파이썬 으로 업무를 자동화하고 개선하는 사례까지 들으면서 깨달음을 얻었다 내가... 후,  파이썬 을 할 줄 아는 쥬니어들을 파악하고  파이썬 과 챗GPT를 활용한 업무자동화 외부교육도 보내보고... ",두 권의 책 그리고 물류&SCM_Since 2012,blog.naver.com/tyeop,20250101
[Python]  파이썬  실행파일 만드는 법(PyInstaller),https://blog.naver.com/artmancg/223654392999,pip는  파이썬  패키지 관리자로  파이썬  스크립트에 필요한 라이브러리를 설치할 수 있게 도와줍니다. &gt; Python 스크립트 실행파일 생성 기본적으로 Python 스크립트를 단일 실행파일(.exe)로 만들... ,아트만씨지,blog.naver.com/artmancg,20241110
코딩 프로그램 언어 중  파이썬  Python 설치하는 방법,https://blog.naver.com/kdedu23/223556620898,오늘은 코딩을 할 때 필요한 프로그램 언어 중  파이썬 을 설치하는 방법에 대해 알아보도록 하겠습니다. 네이버 검색창에 ' 파이썬 ' 또는 'python'을 검색해 주세요. 바로 제일 위에 뜨면 좋겠지만 많은... ,미래디지털평생교육원,blog.naver.com/kdedu23,20240822
 파이썬  gui 를 연결하기 위한 어딘가...,https://blog.naver.com/wodudgha/223554120196, 파이썬 으로 소스를 짜다보니 소스는 다 짰는데 그래서 gui 연결을 뭘 해야될까 하는 생각이 들었다... 입장이니까  파이썬  개발할때 가장 많이 쓴다는 아나콘다를 설치해보았다 그런데 내 컴퓨터에 아나콘다... ,HELLO_WORLD;,blog.naver.com/wodudgha,20240820
"IT국비지원교육 자바,  파이썬  교육과정 선택 가이드",https://blog.naver.com/goodee0205/223673219683, 파이썬  교육과 자바 교육은 각기 다른 언어적인 특성으로 장단점을 가지고 있습니다. 나에게 맞는 분야를 선택 하기 위해서 각각 언어의 특징을 알아보고 비교해 보겠습니다.  파이썬  데이터 관련 직군에... ,구디아카데미 공식 블로그,blog.naver.com/goodee0205,20241126
 파이썬  피라미드와 다이아몬드 패턴 그리기,https://blog.naver.com/hma778/223646511446,안녕하세요~ 오늘은  파이썬 으로 피라미드와 다이아몬드 패턴 그리기를 해볼까 해요 숫자와 기호를 활용한 다양한 피라미드 및 다이아몬드 형태의 출력 방법을 알아보겠습니다.  파이썬 의 for 문과 print... ,하루 하나 코딩 하나 책 하나,blog.naver.com/hma778,20241104
 파이썬  프로그래밍 Part1.  파이썬 의 이해 3회차,https://blog.naver.com/wwwlolwww/223596282671,* 여러 종류의 연산자 실습하기  파이썬 은 () 이외의 구체적인 값이 있는 경우 True로 취급. 그 외에... 필요하다  파이썬 의 명령문은 일반적으로 새로운 행을 만나면 명령문이 끝난 것으로 인식함.... ,M I L O V I _ѕenѕory,blog.naver.com/wwwlolwww,20240925
9-2.  파이썬 의 딕셔너리 자료형 (함수 모음),https://blog.naver.com/smj6701/223641855874,"이쯤되면 햄버거에 진심인 듯 ㅋㅋㅋㅋ 이번 포스팅에서는  파이썬  딕셔너리 자료형에... get('간식', '품절') '품절' '음식' in Burgerqueen True '간식' in Burgerqueen False 이번에는  파이썬  내에서... ",미주의 작업실,blog.naver.com/smj6701,20241101
최대공약수 계산기  파이썬  프로그램,https://blog.naver.com/bthrug/223634295134,최대공약수를 계산하는 방법과  파이썬  프로그래밍으로 구현하는 방법까지 자세히 알아봅시다....  파이썬 으로 최대공약수 계산기 만들기 이제  파이썬 으로 최대공약수를 구하는 간단한 프로그램을... ,비쓰루지,blog.naver.com/bthrug,20241026
 파이썬  업무자동화로 효율성을 극대화하는 방법,https://blog.naver.com/autocoder/223808567138,"오늘은  파이썬  업무자동화에 대해 알아보겠습니다.  파이썬  업무자동화란?  파이썬 (Python) 업무자동화란 반복적인 작업을 프로그래밍을 통해 자동화하는 것을 의미합니다. 주로 엑셀 데이터 처리, 이메일 전송... ",오토코더,blog.naver.com/autocoder,20250325
◆코딩의기본_ 파이썬 (Python) 기초 입문 [ 파이썬 학원],https://blog.naver.com/pwb5926/223793278070," 파이썬 (Python)은 현재 가장 인기 있는 프로그래밍 언어 중 하나로, 초보자부터 전문가까지 폭넓게... 그렇다면  파이썬 은 어디에서 왔고, 어떻게 발전해왔으며, 앞으로 어떤 가능성을 가지고 있을까요?... ",반짝이는 하루,blog.naver.com/pwb5926,20250312
"안산코딩학원 취업을 위한,  파이썬  공부과정",https://blog.naver.com/thfk8158/223557390118,"그리고 제가 선택한 분야는 바로  파이썬 이라는 프로그래밍 언어였는데, 마침 저에게 적합한 안산코딩학원이 있어서 공부를 시작하게 됐고 기초부터 탄탄하게 배우며 스킬을 늘리고 있는 중이에요.  파이썬 (python)... ","순간을 영원히,",blog.naver.com/thfk8158,20240822
 파이썬  전역변수와 지역변수 이해하기,https://blog.naver.com/hma778/223673321465,오늘은  파이썬  전역변수와 지역변수에 이해해보는 시간을 마련했습니다. 더불어  파이썬 에서 변수의 스코프(scope)를 이해하고 활용하는 방법을 다뤄보겠습니다.  파이썬  전역변수와 지역변수는 초보자도 변수의... ,하루 하나 코딩 하나 책 하나,blog.naver.com/hma778,20241126
 파이썬 전문가 자격증 종류 체계적인 취득방법,https://blog.naver.com/colabovlog/223532391042, 파이썬 전문가 자격증 종류 체계적인 취득방법 반갑습니다. 이번 시간에 알려드릴 내용은  파이썬 전문가 자격증입니다!  파이썬 에 대해 알고 계시거나 관심 있으신 분들이 들어오셨을 거라 생각합니다. 컴퓨터... ,콜라보리누나,blog.naver.com/colabovlog,20240801
 파이썬  웹 스크래핑 기초 - 데이터 수집과 분석 자동화 방법,https://blog.naver.com/poalqr04/223787157379, 파이썬  웹 스크래핑 기초 데이터 수집과 분석 자동화 방법 - 네이버 IT/테크 인플루언서 챠콜 - 1. 개요 안녕하세요. 네이버 IT/테크 인플루언서 챠콜입니다. 이번 글에서는  파이썬 을 활용하여 웹 스크래핑을... ,챠콜의 아이들,blog.naver.com/poalqr04,20250311
"비전공자 코딩 교육 IT 기초부터  파이썬 , 데이터 분석까지... ",https://blog.naver.com/kacnet/223613779855,"비전공자 코딩 교육 IT 기초부터  파이썬 , 데이터 분석까지 한번에! 안녕하세요... K디지털기초역량훈련 자세히 보기 이번 글에서는 비전공자 코딩 교육 과정의 IT 기초부터  파이썬 , 데이터 분석까지 모든... ",고려아카데미컨설팅 기업HRD * ITUP (잇업),blog.naver.com/kacnet,20241010
수원 파이썬 학원 AI 코딩의 기본 교육과정,https://blog.naver.com/lolaud/223781627799,"▼수원 파이썬 학원▼ 프로그래밍 언어의 종류는 정말 많습니다. 21세기로 접어들면서 IT 프로그래밍... 가장 기본이되고 필수로 배워야하는 언어는 C언어, 자바,  파이썬 이지만 AI분야를 희망한다면  파이썬 , 자바... ",디엠,blog.naver.com/lolaud,20250303
수성구 중등코딩학원  파이썬  파이게임,https://blog.naver.com/hma778/223557084599, 파이썬 에 익숙한 수성구 중등코딩학원 소놀 아이들은 파이게임(Pygame)라이브러리를 활용해 복잡한 이론보다는 직접적인 결과물을 만들어가는 경험과 재미를 쌓아갑니다. 수성구 중등코딩학원  파이썬 ... ,하루 하나 코딩 하나 책 하나,blog.naver.com/hma778,20240822
[ 파이썬  로그 #3] List vs Tuple (Feat.Tuple 왜 씀?),https://blog.naver.com/mini_log-/223798577877,안녕하세요:)  파이썬  로그 세 번째 주제로  파이썬 의 기본적인 자료형 중에 하나인 List와 Tuple에 대해서 간략히 설명하고 두 자료형의 차이점에 대해서 포스팅해 보겠습니다 리스트(list)란?... ,미니로그,blog.naver.com/mini_log-,20250318
 파이썬  Pandas 판다스 vs. PySpark 파이스파크 비교,https://blog.naver.com/data-scientist-luna/223679758827,"프레임워크)를  파이썬  유저들이 쓸 수 있도록 만들어놓은 것이다. 챗지피티 2. 데이터 처리 하는... 것  파이썬 만 쓸 수 있으면 되고 다른 셋업은 따로 필요 없음 클러스터 셋업 , distributed computing을 할 수... ",데이터 사이언티스트 루나의 미국 유학 후 취업,blog.naver.com/data-scientist-luna,20241202
